kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,145113579378883,145113579378883,,state,PAUSED,ENABLED,,,
state_changed,150713781510927,150713781510927,,state,PAUSED,ENABLED,,,
state_changed,262913268144769,262913268144769,,state,PAUSED,ENABLED,,,
budget_changed,150713781510927,150713781510927,,budget.amount,2000.0,700.0,,,
budget_changed,262913268144769,262913268144769,,budget.amount,800.0,400.0,,,
state_changed,150877568238462,371538970881075,541906879021658,state,PAUSED,ENABLED,steam vacuum cleaner,PHRASE,
state_changed,189009823701743,371538970881075,541906879021658,state,PAUSED,ENABLED,kitchen steam cleaner,PHRASE,
state_changed,192558534876141,371538970881075,541906879021658,state,PAUSED,ENABLED,steam cleaner machine,EXACT,
state_changed,263873931461855,371538970881075,541906879021658,state,PAUSED,ENABLED,steam cleaner,EXACT,
state_changed,40323819839324,371538970881075,541906879021658,state,PAUSED,ENABLED,steam cleaner for home,EXACT,
state_changed,237581717680236,371538970881075,541906879021658,state,PAUSED,ENABLED,steamer for car cleaning,EXACT,
state_changed,217106997212714,371538970881075,541906879021658,state,PAUSED,ENABLED,nexlev steam cleaner for home cleaning,EXACT,
state_changed,276199069279824,371538970881075,541906879021658,state,PAUSED,ENABLED,nextlev steam cleaner for home,EXACT,
bid_changed,204708240398603,145113579378883,514242159816444,bid,7.6,8.0,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,142881984755176,145113579378883,514242159816444,bid,7.6,8.0,,,ASIN_ACCESSORY_RELATED=None
bid_changed,28277343482732,145113579378883,514242159816444,bid,7.6,8.0,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,3318511724455,145113579378883,514242159816444,bid,7.6,8.0,,,ASIN_SUBSTITUTE_RELATED=None
