kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,153039944089672,153039944089672,,state,ENABLED,PAUSED,,,
budget_changed,202788280450235,202788280450235,,budget.amount,400.0,1000.0,,,
budget_changed,427413283934733,427413283934733,,budget.amount,800.0,500.0,,,
budget_changed,488289230840618,488289230840618,,budget.amount,3000.0,4000.0,,,
budget_changed,17001454287662,17001454287662,,budget.amount,1600.0,2000.0,,,
state_changed,138062828661652,529871399973174,474422246669557,state,ENABLED,PAUSED,steam mopping,PHRASE,
bid_changed,56089441857880,220795113354282,2143823840950,bid,19.98,22.0,+atta +dough +maker +machine +for +home,BROAD,
bid_changed,40891174766002,223432636972133,164193273067737,bid,19.0,19.96,+steam +mop +floor +cleaner +electric,BROAD,
bid_changed,132066144081147,215800428741032,52609440446952,bid,19.12,19.97,,,ASIN_EXPANDED_FROM=B0977CGNJJ
bid_changed,181790310185783,96208966240521,218529522958441,bid,25.99,26.97,,,ASIN_SAME_AS=B096V98SH8
bid_changed,92627942539152,96208966240521,218529522958441,bid,25.75,26.97,,,ASIN_SAME_AS=B0DQCMFPG8
