kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,142854887930072,47325474688101,3587617743918,*,,row_created,"{'adGroupId': '3587617743918', 'bid': 5.6, 'campaignId': '47325474688101', 'keywordId': '142854887930072', 'keywordText': '+wall +mount +tv +stand', 'matchType': 'BROAD', 'state': 'ENABLED'}",+wall +mount +tv +stand,BROAD,
added,68821647311957,125947512887543,434858289427151,*,,row_created,"{'adGroupId': '434858289427151', 'bid': 5.6, 'campaignId': '125947512887543', 'expression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '68821647311957'}",,,QUERY_BROAD_REL_MATCHES=None
added,237809672288565,184690810616023,62936844721562,*,,row_created,"{'adGroupId': '62936844721562', 'bid': 5.6, 'campaignId': '184690810616023', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CX5CK21R'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CX5CK21R'}], 'state': 'PAUSED', 'targetId': '237809672288565'}",,,ASIN_SAME_AS=B0CX5CK21R
added,267794348942015,125947512887543,434858289427151,*,,row_created,"{'adGroupId': '434858289427151', 'bid': 5.6, 'campaignId': '125947512887543', 'expression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'state': 'ENABLED', 'targetId': '267794348942015'}",,,ASIN_SUBSTITUTE_RELATED=None
added,76296817457754,125947512887543,434858289427151,*,,row_created,"{'adGroupId': '434858289427151', 'bid': 5.6, 'campaignId': '125947512887543', 'expression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'state': 'ENABLED', 'targetId': '76296817457754'}",,,ASIN_ACCESSORY_RELATED=None
added,179355723676661,184690810616023,62936844721562,*,,row_created,"{'adGroupId': '62936844721562', 'bid': 5.6, 'campaignId': '184690810616023', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0758FJZTY'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0758FJZTY'}], 'state': 'PAUSED', 'targetId': '179355723676661'}",,,ASIN_SAME_AS=B0758FJZTY
added,164552892711460,125947512887543,434858289427151,*,,row_created,"{'adGroupId': '434858289427151', 'bid': 5.6, 'campaignId': '125947512887543', 'expression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '164552892711460'}",,,QUERY_HIGH_REL_MATCHES=None
added,259448808655435,184690810616023,62936844721562,*,,row_created,"{'adGroupId': '62936844721562', 'bid': 5.6, 'campaignId': '184690810616023', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07ZYR8F2W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07ZYR8F2W'}], 'state': 'PAUSED', 'targetId': '259448808655435'}",,,ASIN_SAME_AS=B07ZYR8F2W
added,222963401538824,184690810616023,62936844721562,*,,row_created,"{'adGroupId': '62936844721562', 'bid': 5.6, 'campaignId': '184690810616023', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DX78L8FW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DX78L8FW'}], 'state': 'PAUSED', 'targetId': '222963401538824'}",,,ASIN_SAME_AS=B0DX78L8FW
added,75470716718793,184690810616023,62936844721562,*,,row_created,"{'adGroupId': '62936844721562', 'bid': 5.6, 'campaignId': '184690810616023', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DGDC31JW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DGDC31JW'}], 'state': 'PAUSED', 'targetId': '75470716718793'}",,,ASIN_SAME_AS=B0DGDC31JW
