kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,33232196822279,33232196822279,,state,ENABLED,PAUSED,,,
budget_changed,45677898062745,45677898062745,,budget.amount,500.0,800.0,,,
budget_changed,206386193753093,206386193753093,,budget.amount,3100.0,4300.0,,,
budget_changed,13524356632107,13524356632107,,budget.amount,500.0,650.0,,,
budget_changed,169580485314530,169580485314530,,budget.amount,350.0,450.0,,,
bid_changed,70873057017943,169580485314530,132060693099241,bid,13.23,13.56,calf muscle pain relief machine,PHRASE,
bid_changed,265093242136479,226888820553741,279377070489598,bid,10.12,11.89,leg massager for varicose veins,PHRASE,
bid_changed,205967192721994,159789836674912,260921599855795,bid,19.16,20.31,sofa vacuum cleaner,EXACT,
bid_changed,175409339996907,226888820553741,279377070489598,bid,10.12,11.89,air compression leg massager for pain relief,PHRASE,
bid_changed,61888286566254,226888820553741,279377070489598,bid,10.12,11.89,leg massager for pain relief portable,PHRASE,
bid_changed,92123278088044,159789836674912,260921599855795,bid,18.69,19.81,vacuum cleaner for sofa and bed,EXACT,
bid_changed,56112081131445,13524356632107,72282910120509,bid,16.12,16.44,+mattress +vacuum +cleaner,BROAD,
bid_changed,228166439185170,171193228791303,102838661183995,bid,10.89,11.12,blow dryer for women,EXACT,
bid_changed,42345375428967,159789836674912,260921599855795,bid,24.31,25.77,sofa cleaner machine,EXACT,
bid_changed,134832499948598,226888820553741,279377070489598,bid,10.12,11.89,leg compression massager,PHRASE,
bid_changed,78416087276239,169580485314530,132060693099241,bid,13.23,13.56,calf massager,PHRASE,
bid_changed,59349429583757,159789836674912,260921599855795,bid,18.61,19.73,mini vacuum cleaner for home dust,EXACT,
bid_changed,25035465484561,13524356632107,72282910120509,bid,16.12,16.44,+vacuum +cleaner +for +carpet,BROAD,
bid_changed,206113280759096,13524356632107,72282910120509,bid,15.12,15.42,+vacuum +cleaner +for +bed,BROAD,
bid_changed,42372894015978,158700120093585,60845117740334,bid,9.9,11.2,,,ASIN_SAME_AS=B0CCJKP8Q4
bid_changed,32645873203783,45677898062745,510274348823497,bid,,9.0,,,ASIN_ACCESSORY_RELATED=None
bid_changed,220776403962132,59016905331818,18714831211902,bid,13.12,13.51,,,ASIN_SAME_AS=B0F8BJTX1R
bid_changed,255140060097338,59016905331818,18714831211902,bid,15.75,16.22,,,ASIN_SAME_AS=B0DQCWRG3H
bid_changed,236260672752433,230842544268186,75159370864095,bid,18.0,18.98,,,ASIN_SAME_AS=B0DH82R1T7
bid_changed,219180495351258,45677898062745,510274348823497,bid,,9.0,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,18325389912524,59016905331818,18714831211902,bid,15.75,16.22,,,ASIN_SAME_AS=B0D73YK1P2
state_changed,18325389912524,59016905331818,18714831211902,state,ENABLED,PAUSED,,,ASIN_SAME_AS=B0D73YK1P2
bid_changed,142854357255891,158700120093585,60845117740334,bid,9.9,11.2,,,ASIN_SAME_AS=B0BY8MX7Q1
bid_changed,61954172291702,195592991891033,551212987258700,bid,12.24,12.61,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,197207540801211,59016905331818,18714831211902,bid,15.75,16.22,,,ASIN_SAME_AS=B0F2DW3TNC
bid_changed,169207334682363,195592991891033,551212987258700,bid,11.63,11.98,,,ASIN_ACCESSORY_RELATED=None
bid_changed,156590796215443,158700120093585,60845117740334,bid,9.9,11.2,,,ASIN_SAME_AS=B09VFKR4C1
bid_changed,272863593021051,195592991891033,551212987258700,bid,11.63,11.98,,,ASIN_SUBSTITUTE_RELATED=None
bid_changed,269350028241398,245688487686616,109247946806209,bid,19.23,20.89,,,ASIN_SAME_AS=B0FS7LL36M
bid_changed,60301136064907,59016905331818,18714831211902,bid,14.83,15.27,,,ASIN_SAME_AS=B0FL7WLNKQ
