kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type
added,50774703793282,309250355185998,421345420320240,*,,row_created,"{'adGroupId': '421345420320240', 'bid': 6.18, 'campaignId': '309250355185998', 'keywordId': '50774703793282', 'keywordText': 'microphone for youtubers', 'matchType': 'PHRASE', 'state': 'PAUSED'}",microphone for youtubers,PHRASE
added,234720221389459,91921004502575,196526248841961,*,,row_created,"{'adGroupId': '196526248841961', 'bid': 5.59, 'campaignId': '91921004502575', 'keywordId': '234720221389459', 'keywordText': 'microphone arm', 'matchType': 'PHRASE', 'state': 'ENABLED'}",microphone arm,PHRASE
added,217609359484701,407089093789814,321587992854388,*,,row_created,"{'adGroupId': '321587992854388', 'bid': 2.9, 'campaignId': '407089093789814', 'keywordId': '217609359484701', 'keywordText': 'gaming microphone for pc', 'matchType': 'EXACT', 'state': 'ENABLED'}",gaming microphone for pc,EXACT
added,141438324764396,73809434919832,126759661385085,*,,row_created,"{'adGroupId': '126759661385085', 'bid': 7.39, 'campaignId': '73809434919832', 'keywordId': '141438324764396', 'keywordText': 'microphone mic', 'matchType': 'BROAD', 'state': 'ENABLED'}",microphone mic,BROAD
added,264706078388670,393767368123322,478483165658526,*,,row_created,"{'adGroupId': '478483165658526', 'bid': 3.07, 'campaignId': '393767368123322', 'keywordId': '264706078388670', 'keywordText': 'wireless mic with receiver', 'matchType': 'EXACT', 'state': 'ENABLED'}",wireless mic with receiver,EXACT
added,192272187879048,385663512902591,285492358891618,*,,row_created,"{'adGroupId': '285492358891618', 'bid': 5.09, 'campaignId': '385663512902591', 'keywordId': '192272187879048', 'keywordText': 'women hair straightener', 'matchType': 'PHRASE', 'state': 'ENABLED'}",women hair straightener,PHRASE
added,52606421612402,507204657793156,488011059467522,*,,row_created,"{'adGroupId': '488011059467522', 'bid': 2.15, 'campaignId': '507204657793156', 'keywordId': '52606421612402', 'keywordText': 'mic for youtube recording', 'matchType': 'PHRASE', 'state': 'PAUSED'}",mic for youtube recording,PHRASE
added,18891122589180,338779249991076,376309993777357,*,,row_created,"{'adGroupId': '376309993777357', 'bid': 2.47, 'campaignId': '338779249991076', 'keywordId': '18891122589180', 'keywordText': 'dslr mic wireless', 'matchType': 'EXACT', 'state': 'PAUSED'}",dslr mic wireless,EXACT
added,89873912178181,356888566787677,493232166760121,*,,row_created,"{'adGroupId': '493232166760121', 'bid': 1.21, 'campaignId': '356888566787677', 'keywordId': '89873912178181', 'keywordText': 'mixer with bluetooth', 'matchType': 'PHRASE', 'state': 'PAUSED'}",mixer with bluetooth,PHRASE
added,5636692800837,371931674495691,387060877405390,*,,row_created,"{'adGroupId': '387060877405390', 'bid': 2.14, 'campaignId': '371931674495691', 'keywordId': '5636692800837', 'keywordText': 'mic zoom meeting', 'matchType': 'BROAD', 'state': 'PAUSED'}",mic zoom meeting,BROAD
added,165165392007260,390724594703065,308403541414390,*,,row_created,"{'adGroupId': '308403541414390', 'bid': 2.07, 'campaignId': '390724594703065', 'keywordId': '165165392007260', 'keywordText': 'wireless mic for singing', 'matchType': 'EXACT', 'state': 'ENABLED'}",wireless mic for singing,EXACT
added,269296042348560,202999678611854,179034519122448,*,,row_created,"{'adGroupId': '179034519122448', 'bid': 4.49, 'campaignId': '202999678611854', 'keywordId': '269296042348560', 'keywordText': 'usb with mic', 'matchType': 'BROAD', 'state': 'ENABLED'}",usb with mic,BROAD
added,168079544528098,516579231038454,422867493997414,*,,row_created,"{'adGroupId': '422867493997414', 'campaignId': '516579231038454', 'keywordId': '168079544528098', 'keywordText': 'device of urban infotech mic for pc', 'matchType': 'PHRASE', 'state': 'ENABLED'}",device of urban infotech mic for pc,PHRASE
added,5405984373542,180519653562474,369253451049592,*,,row_created,"{'adGroupId': '369253451049592', 'bid': 5.0, 'campaignId': '180519653562474', 'keywordId': '5405984373542', 'keywordText': 'mic stand for recording studio', 'matchType': 'EXACT', 'state': 'PAUSED'}",mic stand for recording studio,EXACT
added,225651970541318,369689037295654,300360901316267,*,,row_created,"{'adGroupId': '300360901316267', 'bid': 2.15, 'campaignId': '369689037295654', 'keywordId': '225651970541318', 'keywordText': 'mic for pc', 'matchType': 'EXACT', 'state': 'ENABLED'}",mic for pc,EXACT
added,111089027009173,338217609369694,289703798984253,*,,row_created,"{'adGroupId': '289703798984253', 'bid': 15.35, 'campaignId': '338217609369694', 'keywordId': '111089027009173', 'keywordText': 'audio array mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}",audio array mic,PHRASE
added,118846309961387,421099843751558,514858793660192,*,,row_created,"{'adGroupId': '514858793660192', 'bid': 8.51, 'campaignId': '421099843751558', 'keywordId': '118846309961387', 'keywordText': 'hair oil applicator', 'matchType': 'EXACT', 'state': 'ENABLED'}",hair oil applicator,EXACT
added,218416847910563,494241274719810,344973304900003,*,,row_created,"{'adGroupId': '344973304900003', 'bid': 15.0, 'campaignId': '494241274719810', 'keywordId': '218416847910563', 'keywordText': 'double chin reducer for men', 'matchType': 'PHRASE', 'state': 'ENABLED'}",double chin reducer for men,PHRASE
added,229409919173175,535670017416971,368499205321477,*,,row_created,"{'adGroupId': '368499205321477', 'campaignId': '535670017416971', 'keywordId': '229409919173175', 'keywordText': 'light therapy hair', 'matchType': 'PHRASE', 'state': 'ENABLED'}",light therapy hair,PHRASE
added,60230026669128,180519653562474,369253451049592,*,,row_created,"{'adGroupId': '369253451049592', 'bid': 2.11, 'campaignId': '180519653562474', 'keywordId': '60230026669128', 'keywordText': 'boya by m1', 'matchType': 'EXACT', 'state': 'PAUSED'}",boya by m1,EXACT
added,176154444219805,328378831931334,308663951540187,*,,row_created,"{'adGroupId': '308663951540187', 'bid': 5.0, 'campaignId': '328378831931334', 'keywordId': '176154444219805', 'keywordText': 'mic with speaker', 'matchType': 'EXACT', 'state': 'ENABLED'}",mic with speaker,EXACT
added,273182533790692,432758866803438,348756075470567,*,,row_created,"{'adGroupId': '348756075470567', 'bid': 5.54, 'campaignId': '432758866803438', 'keywordId': '273182533790692', 'keywordText': 'smartphone and camera vlogging kit with microphone', 'matchType': 'BROAD', 'state': 'ENABLED'}",smartphone and camera vlogging kit with microphone,BROAD
added,72703110610539,358635546029429,364944003090291,*,,row_created,"{'adGroupId': '364944003090291', 'bid': 5.45, 'campaignId': '358635546029429', 'keywordId': '72703110610539', 'keywordText': 'dynamic microphone', 'matchType': 'EXACT', 'state': 'ENABLED'}",dynamic microphone,EXACT
added,218409194820883,419303584011497,562738914676728,*,,row_created,"{'adGroupId': '562738914676728', 'bid': 2.08, 'campaignId': '419303584011497', 'keywordId': '218409194820883', 'keywordText': 'wireless mic for conference room', 'matchType': 'EXACT', 'state': 'PAUSED'}",wireless mic for conference room,EXACT
added,173795982332885,358635546029429,364944003090291,*,,row_created,"{'adGroupId': '364944003090291', 'bid': 5.45, 'campaignId': '358635546029429', 'keywordId': '173795982332885', 'keywordText': 'bluetooth mic for youtubers wireless', 'matchType': 'EXACT', 'state': 'ENABLED'}",bluetooth mic for youtubers wireless,EXACT
added,3850578902226,446401723116490,515489011897988,*,,row_created,"{'adGroupId': '515489011897988', 'bid': 8.12, 'campaignId': '446401723116490', 'keywordId': '3850578902226', 'keywordText': 'rgb mic light', 'matchType': 'EXACT', 'state': 'ENABLED'}",rgb mic light,EXACT
added,140294188850544,542247153793925,501559676499788,*,,row_created,"{'adGroupId': '501559676499788', 'bid': 7.65, 'campaignId': '542247153793925', 'keywordId': '140294188850544', 'keywordText': 'tonor vlogging kit', 'matchType': 'BROAD', 'state': 'ENABLED'}",tonor vlogging kit,BROAD
added,142322092137101,303690935370175,287264062356972,*,,row_created,"{'adGroupId': '287264062356972', 'bid': 3.85, 'campaignId': '303690935370175', 'keywordId': '142322092137101', 'keywordText': 'ahuja mic only', 'matchType': 'EXACT', 'state': 'PAUSED'}",ahuja mic only,EXACT
added,164477940614274,321971640857846,356758041178130,*,,row_created,"{'adGroupId': '356758041178130', 'bid': 2.12, 'campaignId': '321971640857846', 'keywordId': '164477940614274', 'keywordText': 'usb mics', 'matchType': 'BROAD', 'state': 'PAUSED'}",usb mics,BROAD
added,22115666456988,350478949898168,479273031122694,*,,row_created,"{'adGroupId': '479273031122694', 'bid': 2.07, 'campaignId': '350478949898168', 'keywordId': '22115666456988', 'keywordText': 'mike for singing', 'matchType': 'EXACT', 'state': 'PAUSED'}",mike for singing,EXACT
added,92397328049960,491570927761479,373620806457775,*,,row_created,"{'adGroupId': '373620806457775', 'bid': 2.13, 'campaignId': '491570927761479', 'keywordId': '92397328049960', 'keywordText': 'condenser microphone', 'matchType': 'BROAD', 'state': 'ENABLED'}",condenser microphone,BROAD
added,184558902716424,396495763549811,306645451576992,*,,row_created,"{'adGroupId': '306645451576992', 'bid': 20.0, 'campaignId': '396495763549811', 'keywordId': '184558902716424', 'keywordText': 'light therapy for face', 'matchType': 'EXACT', 'state': 'ENABLED'}",light therapy for face,EXACT
added,167129670266114,340707627470357,531741099436020,*,,row_created,"{'adGroupId': '531741099436020', 'bid': 5.15, 'campaignId': '340707627470357', 'keywordId': '167129670266114', 'keywordText': 'mic for camera', 'matchType': 'EXACT', 'state': 'PAUSED'}",mic for camera,EXACT
added,93509272616036,438989451910225,314811810652750,*,,row_created,"{'adGroupId': '314811810652750', 'bid': 26.0, 'campaignId': '438989451910225', 'keywordId': '93509272616036', 'keywordText': 'behringer headphones', 'matchType': 'EXACT', 'state': 'ENABLED'}",behringer headphones,EXACT
added,85963153759591,538067451162268,490336976455447,*,,row_created,"{'adGroupId': '490336976455447', 'bid': 7.21, 'campaignId': '538067451162268', 'keywordId': '85963153759591', 'keywordText': 'microphone for singing', 'matchType': 'BROAD', 'state': 'ARCHIVED'}",microphone for singing,BROAD
added,59711164173061,201944322696236,133003319440458,*,,row_created,"{'adGroupId': '133003319440458', 'bid': 15.0, 'campaignId': '201944322696236', 'keywordId': '59711164173061', 'keywordText': 'wall mount stand', 'matchType': 'PHRASE', 'state': 'ENABLED'}",wall mount stand,PHRASE
added,2743939337379,338779249991076,376309993777357,*,,row_created,"{'adGroupId': '376309993777357', 'bid': 3.45, 'campaignId': '338779249991076', 'keywordId': '2743939337379', 'keywordText': 'streaming mic', 'matchType': 'EXACT', 'state': 'PAUSED'}",streaming mic,EXACT
added,146070180019467,236313977941324,285594152796664,*,,row_created,"{'adGroupId': '285594152796664', 'bid': 5.0, 'campaignId': '236313977941324', 'keywordId': '146070180019467', 'keywordText': 'blue yeti mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}",blue yeti mic,PHRASE
added,162296936010182,169653165519159,198636147365111,*,,row_created,"{'adGroupId': '198636147365111', 'campaignId': '169653165519159', 'keywordId': '162296936010182', 'keywordText': 'maono mic', 'matchType': 'EXACT', 'state': 'ENABLED'}",maono mic,EXACT
added,180163526725421,380540206888010,520121215353160,*,,row_created,"{'adGroupId': '520121215353160', 'bid': 15.99, 'campaignId': '380540206888010', 'keywordId': '180163526725421', 'keywordText': 'premium usb condenser mic with tripod', 'matchType': 'PHRASE', 'state': 'PAUSED'}",premium usb condenser mic with tripod,PHRASE
added,89791527318979,520600135633464,319904109530118,*,,row_created,"{'adGroupId': '319904109530118', 'bid': 4.52, 'campaignId': '520600135633464', 'keywordId': '89791527318979', 'keywordText': 'studio mic', 'matchType': 'PHRASE', 'state': 'PAUSED'}",studio mic,PHRASE
added,6082935916782,530540877862199,348767775284006,*,,row_created,"{'adGroupId': '348767775284006', 'bid': 1.85, 'campaignId': '530540877862199', 'keywordId': '6082935916782', 'keywordText': 'mic for youtube', 'matchType': 'PHRASE', 'state': 'PAUSED'}",mic for youtube,PHRASE
added,48385969413322,312189718446951,443793310070160,*,,row_created,"{'adGroupId': '443793310070160', 'bid': 8.27, 'campaignId': '312189718446951', 'keywordId': '48385969413322', 'keywordText': 'youtube mic wireless boya', 'matchType': 'PHRASE', 'state': 'ENABLED'}",youtube mic wireless boya,PHRASE
added,179238262370863,556686588709575,492405500565337,*,,row_created,"{'adGroupId': '492405500565337', 'bid': 2.01, 'campaignId': '556686588709575', 'keywordId': '179238262370863', 'keywordText': 'microphone laptop meeting', 'matchType': 'PHRASE', 'state': 'PAUSED'}",microphone laptop meeting,PHRASE
added,91481121728796,2209282651746,157456802925435,*,,row_created,"{'adGroupId': '157456802925435', 'bid': 4.36, 'campaignId': '2209282651746', 'keywordId': '91481121728796', 'keywordText': 'maono mic', 'matchType': 'EXACT', 'state': 'ENABLED'}",maono mic,EXACT
added,218798521957124,338779249991076,376309993777357,*,,row_created,"{'adGroupId': '376309993777357', 'bid': 2.47, 'campaignId': '338779249991076', 'keywordId': '218798521957124', 'keywordText': 'wireless color mic', 'matchType': 'EXACT', 'state': 'PAUSED'}",wireless color mic,EXACT
added,210930049086013,460323411574650,523613186542473,*,,row_created,"{'adGroupId': '523613186542473', 'campaignId': '460323411574650', 'keywordId': '210930049086013', 'keywordText': 'kangetwired mic 6.3mm jack', 'matchType': 'PHRASE', 'state': 'ENABLED'}",kangetwired mic 6.3mm jack,PHRASE
added,106701590329456,520468918695306,320856495217581,*,,row_created,"{'adGroupId': '320856495217581', 'bid': 4.55, 'campaignId': '520468918695306', 'keywordId': '106701590329456', 'keywordText': 'headphone splitter for gaming', 'matchType': 'EXACT', 'state': 'ENABLED'}",headphone splitter for gaming,EXACT
added,102464127420671,189567640256829,404384593292787,*,,row_created,"{'adGroupId': '404384593292787', 'bid': 6.25, 'campaignId': '189567640256829', 'keywordId': '102464127420671', 'keywordText': 'karaoke mic', 'matchType': 'EXACT', 'state': 'ENABLED'}",karaoke mic,EXACT
added,78263694041776,548933749914805,325894318450224,*,,row_created,"{'adGroupId': '325894318450224', 'bid': 15.99, 'campaignId': '548933749914805', 'keywordId': '78263694041776', 'keywordText': 'audio mixer', 'matchType': 'PHRASE', 'state': 'PAUSED'}",audio mixer,PHRASE
added,29364268059851,298057387182077,539821175526351,*,,row_created,"{'adGroupId': '539821175526351', 'bid': 1.56, 'campaignId': '298057387182077', 'keywordId': '29364268059851', 'keywordText': 'karaoke mic', 'matchType': 'EXACT', 'state': 'PAUSED'}",karaoke mic,EXACT
added,97156597619472,548933749914805,325894318450224,*,,row_created,"{'adGroupId': '325894318450224', 'bid': 15.99, 'campaignId': '548933749914805', 'keywordId': '97156597619472', 'keywordText': 'arturia mini fuse 2', 'matchType': 'PHRASE', 'state': 'PAUSED'}",arturia mini fuse 2,PHRASE
added,60156857561943,237795921430942,60946911050643,*,,row_created,"{'adGroupId': '60946911050643', 'bid': 5.13, 'campaignId': '237795921430942', 'keywordId': '60156857561943', 'keywordText': 'studio microphone', 'matchType': 'BROAD', 'state': 'ENABLED'}",studio microphone,BROAD
added,69674369385399,306418882495103,346610428789988,*,,row_created,"{'adGroupId': '346610428789988', 'bid': 1.49, 'campaignId': '306418882495103', 'keywordId': '69674369385399', 'keywordText': 'bluetooth mic wireless for vlogging', 'matchType': 'PHRASE', 'state': 'PAUSED'}",bluetooth mic wireless for vlogging,PHRASE
added,165501307723418,474165442181610,446375497039567,*,,row_created,"{'adGroupId': '446375497039567', 'bid': 6.06, 'campaignId': '474165442181610', 'keywordId': '165501307723418', 'keywordText': 'v8 streaming console', 'matchType': 'EXACT', 'state': 'PAUSED'}",v8 streaming console,EXACT
added,274372185877170,340707627470357,531741099436020,*,,row_created,"{'adGroupId': '531741099436020', 'bid': 15.99, 'campaignId': '340707627470357', 'keywordId': '274372185877170', 'keywordText': 'tripod with premium condenser mic', 'matchType': 'PHRASE', 'state': 'PAUSED'}",tripod with premium condenser mic,PHRASE
added,168733459786109,264696553308226,124764284103299,*,,row_created,"{'adGroupId': '124764284103299', 'bid': 5.0, 'campaignId': '264696553308226', 'keywordId': '168733459786109', 'keywordText': 'microphone with mic', 'matchType': 'EXACT', 'state': 'ENABLED'}",microphone with mic,EXACT
added,48236120569458,369521519305608,513533985706664,*,,row_created,"{'adGroupId': '513533985706664', 'bid': 2.41, 'campaignId': '369521519305608', 'keywordId': '48236120569458', 'keywordText': 'akg microphone', 'matchType': 'PHRASE', 'state': 'ENABLED'}",akg microphone,PHRASE
added,212588914172355,237795921430942,60946911050643,*,,row_created,"{'adGroupId': '60946911050643', 'bid': 5.13, 'campaignId': '237795921430942', 'keywordId': '212588914172355', 'keywordText': 'recording studio', 'matchType': 'PHRASE', 'state': 'ENABLED'}",recording studio,PHRASE
added,206619525193699,494241274719810,344973304900003,*,,row_created,"{'adGroupId': '344973304900003', 'bid': 3.37, 'campaignId': '494241274719810', 'keywordId': '206619525193699', 'keywordText': 'led face light therapy', 'matchType': 'PHRASE', 'state': 'ENABLED'}",led face light therapy,PHRASE
added,22455147234014,225668819222991,144187634184474,*,,row_created,"{'adGroupId': '144187634184474', 'bid': 2.06, 'campaignId': '225668819222991', 'keywordId': '22455147234014', 'keywordText': 'boya mic for recording youtube', 'matchType': 'BROAD', 'state': 'PAUSED'}",boya mic for recording youtube,BROAD
added,17293189834157,338779249991076,376309993777357,*,,row_created,"{'adGroupId': '376309993777357', 'bid': 2.47, 'campaignId': '338779249991076', 'keywordId': '17293189834157', 'keywordText': 'wireless mic sony', 'matchType': 'EXACT', 'state': 'PAUSED'}",wireless mic sony,EXACT
added,253706476016088,91921004502575,196526248841961,*,,row_created,"{'adGroupId': '196526248841961', 'bid': 5.59, 'campaignId': '91921004502575', 'keywordId': '253706476016088', 'keywordText': 'condenser mic kit', 'matchType': 'BROAD', 'state': 'ENABLED'}",condenser mic kit,BROAD
added,147538740795881,398494794413187,339674365489571,*,,row_created,"{'adGroupId': '339674365489571', 'bid': 5.54, 'campaignId': '398494794413187', 'keywordId': '147538740795881', 'keywordText': 'electroprime xlr condenser mic with boom arm', 'matchType': 'BROAD', 'state': 'ENABLED'}",electroprime xlr condenser mic with boom arm,BROAD
added,152168706340934,470501853845915,328819528531123,*,,row_created,"{'adGroupId': '328819528531123', 'bid': 15.99, 'campaignId': '470501853845915', 'keywordId': '152168706340934', 'keywordText': 'studio mic', 'matchType': 'PHRASE', 'state': 'PAUSED'}",studio mic,PHRASE
added,42419068074968,541158460414520,474611272025950,*,,row_created,"{'adGroupId': '474611272025950', 'bid': 4.16, 'campaignId': '541158460414520', 'keywordId': '42419068074968', 'keywordText': 'maono boom arm', 'matchType': 'EXACT', 'state': 'ENABLED'}",maono boom arm,EXACT
added,58394746579330,6134639073346,42668197832619,*,,row_created,"{'adGroupId': '42668197832619', 'bid': 3.46, 'campaignId': '6134639073346', 'keywordId': '58394746579330', 'keywordText': 'usb dynamic microphone', 'matchType': 'BROAD', 'state': 'ARCHIVED'}",usb dynamic microphone,BROAD
added,94585317543470,535670017416971,428778619997289,*,,row_created,"{'adGroupId': '428778619997289', 'bid': 1.17, 'campaignId': '535670017416971', 'keywordId': '94585317543470', 'keywordText': 'red light therapy for face', 'matchType': 'PHRASE', 'state': 'ENABLED'}",red light therapy for face,PHRASE
added,213468243665029,189567640256829,404384593292787,*,,row_created,"{'adGroupId': '404384593292787', 'bid': 8.18, 'campaignId': '189567640256829', 'keywordId': '213468243665029', 'keywordText': 'rgb mic', 'matchType': 'BROAD', 'state': 'ENABLED'}",rgb mic,BROAD
added,161805426048316,471765281717703,327075411596770,*,,row_created,"{'adGroupId': '327075411596770', 'campaignId': '471765281717703', 'keywordId': '161805426048316', 'keywordText': 'isaibell basic lapel mic', 'matchType': 'EXACT', 'state': 'ENABLED'}",isaibell basic lapel mic,EXACT
added,52457856846298,135809055333937,230988006473434,*,,row_created,"{'adGroupId': '230988006473434', 'bid': 5.49, 'campaignId': '135809055333937', 'keywordId': '52457856846298', 'keywordText': 'microphone with stand', 'matchType': 'EXACT', 'state': 'ENABLED'}",microphone with stand,EXACT
added,276408349195657,290222648397005,295458626998633,*,,row_created,"{'adGroupId': '295458626998633', 'bid': 8.33, 'campaignId': '290222648397005', 'keywordId': '276408349195657', 'keywordText': 'gaming mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}",gaming mic,PHRASE
added,45013213458865,348590886055410,504740369644039,*,,row_created,"{'adGroupId': '504740369644039', 'bid': 15.99, 'campaignId': '348590886055410', 'keywordId': '45013213458865', 'keywordText': 'professional wireless mic', 'matchType': 'EXACT', 'state': 'PAUSED'}",professional wireless mic,EXACT
added,130408239427395,385423744158114,302328458507058,*,,row_created,"{'adGroupId': '302328458507058', 'bid': 15.99, 'campaignId': '385423744158114', 'keywordId': '130408239427395', 'keywordText': 'hayden dynamic microphone wireless for karaoke', 'matchType': 'EXACT', 'state': 'ENABLED'}",hayden dynamic microphone wireless for karaoke,EXACT
added,138042274860968,91921004502575,356420149204496,*,,row_created,"{'adGroupId': '356420149204496', 'bid': 5.0, 'campaignId': '91921004502575', 'keywordId': '138042274860968', 'keywordText': 'condenser microphone for singing', 'matchType': 'PHRASE', 'state': 'ENABLED'}",condenser microphone for singing,PHRASE
added,52285162260402,42772852143245,123123986916750,*,,row_created,"{'adGroupId': '123123986916750', 'bid': 5.16, 'campaignId': '42772852143245', 'keywordId': '52285162260402', 'keywordText': 'streaming mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}",streaming mic,PHRASE
added,117799131151003,491570927761479,373620806457775,*,,row_created,"{'adGroupId': '373620806457775', 'bid': 15.99, 'campaignId': '491570927761479', 'keywordId': '117799131151003', 'keywordText': 'mic with anc for mac', 'matchType': 'PHRASE', 'state': 'ENABLED'}",mic with anc for mac,PHRASE
added,254166562396044,406275714829941,467460618436421,*,,row_created,"{'adGroupId': '467460618436421', 'bid': 7.75, 'campaignId': '406275714829941', 'keywordId': '254166562396044', 'keywordText': 'podcast mic', 'matchType': 'PHRASE', 'state': 'ENABLED'}",podcast mic,PHRASE
added,92407098091208,541158460414520,396868641176471,*,,row_created,"{'adGroupId': '396868641176471', 'bid': 4.85, 'campaignId': '541158460414520', 'keywordId': '92407098091208', 'keywordText': 'boom mic stand', 'matchType': 'PHRASE', 'state': 'PAUSED'}",boom mic stand,PHRASE
added,99975730863365,317462451018627,351889600813998,*,,row_created,"{'adGroupId': '351889600813998', 'bid': 1.7, 'campaignId': '317462451018627', 'keywordId': '99975730863365', 'keywordText': 'audio technica at2020', 'matchType': 'EXACT', 'state': 'ENABLED'}",audio technica at2020,EXACT
added,191014408127673,281541567380820,481180208969851,*,,row_created,"{'adGroupId': '481180208969851', 'campaignId': '281541567380820', 'keywordId': '191014408127673', 'keywordText': 'tonor rgb mics', 'matchType': 'BROAD', 'state': 'ENABLED'}",tonor rgb mics,BROAD
added,202151387641402,529303857554828,460594998018453,*,,row_created,"{'adGroupId': '460594998018453', 'bid': 2.18, 'campaignId': '529303857554828', 'keywordId': '202151387641402', 'keywordText': 'mic iphone', 'matchType': 'BROAD', 'state': 'PAUSED'}",mic iphone,BROAD
added,221944334405484,462782871537812,556028249797120,*,,row_created,"{'adGroupId': '556028249797120', 'bid': 15.99, 'campaignId': '462782871537812', 'keywordId': '221944334405484', 'keywordText': 'audio array am-w15', 'matchType': 'PHRASE', 'state': 'PAUSED'}",audio array am-w15,PHRASE
added,167601322888198,296453810961167,499425151597147,*,,row_created,"{'adGroupId': '499425151597147', 'bid': 1.52, 'campaignId': '296453810961167', 'keywordId': '167601322888198', 'keywordText': 'face suction machine', 'matchType': 'EXACT', 'state': 'ENABLED'}",face suction machine,EXACT
