kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,84335100495107,84335100495107,,budget.amount,750.0,850.0,,,
budget_changed,275080209531414,275080209531414,,budget.amount,750.0,900.0,,,
budget_changed,319658247499276,319658247499276,,budget.amount,850.0,1000.0,,,
budget_changed,122200237335741,122200237335741,,budget.amount,350.0,500.0,,,
budget_changed,41018142655949,41018142655949,,budget.amount,800.0,1000.0,,,
budget_changed,122486618578318,122486618578318,,budget.amount,650.0,750.0,,,
budget_changed,187467568019980,187467568019980,,budget.amount,750.0,800.0,,,
bid_changed,133233332157423,41018142655949,17749223973231,bid,32.49,33.46,white mulberry,PHRASE,
bid_changed,268207964424391,275080209531414,222164671888696,bid,42.78,44.06,l shaped gaming desk,PHRASE,
bid_changed,218543650225343,275080209531414,222164671888696,bid,38.8,39.96,l shaped gaming table,PHRASE,
bid_changed,267003204689449,275080209531414,222164671888696,bid,46.26,47.65,gaming desk l shaped,PHRASE,
bid_changed,238590983090232,122200237335741,18350657528584,bid,17.18,17.7,,,ASIN_CATEGORY_SAME_AS=3591683031
