profile_id,profile_label,prev_snapshot,curr_snapshot,total,bid_changed,state_changed,budget_changed,added,removed
1122755254933937,Nexlev (vendor),2026-07-03T22:53:45Z,2026-07-03T23:54:22Z,47,42,5,0,0,0
3563790765020958,White Mulberry (vendor),2026-07-03T22:44:29Z,2026-07-03T23:47:09Z,0,0,0,0,0,0
3633693611482083,AudioArray (vendor),2026-07-03T22:51:36Z,2026-07-03T23:52:42Z,0,0,0,0,0,0
866679611348308,Cambium Retail Private Limited (seller),2026-07-03T22:44:12Z,2026-07-03T23:46:56Z,0,0,0,0,0,0
