kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,263824201128569,263824201128569,,budget.amount,200.0,400.0,,,
budget_changed,61584851208016,61584851208016,,budget.amount,400.0,600.0,,,
budget_changed,72931095858986,72931095858986,,budget.amount,400.0,600.0,,,
budget_changed,81757772192880,81757772192880,,budget.amount,350.0,550.0,,,
budget_changed,332134320889851,332134320889851,,budget.amount,400.0,800.0,,,
budget_changed,216525085180689,216525085180689,,budget.amount,400.0,600.0,,,
bid_changed,267106240683110,47325474688101,3587617743918,bid,6.17,6.48,+tv +wall +mount,BROAD,
bid_changed,147972408913696,191999418599378,43106025655238,bid,14.63,15.36,moniter arm,PHRASE,
bid_changed,100161402646789,24724487483170,14917014236149,bid,6.17,6.42,tv wall mount stand,PHRASE,
bid_changed,139059761561598,24724487483170,113791918180185,bid,6.17,6.48,movable tv wall mount,EXACT,
bid_changed,201832428648132,24724487483170,14917014236149,bid,6.17,6.42,wall mount for monitor,PHRASE,
bid_changed,142854887930072,47325474688101,3587617743918,bid,6.17,6.48,+wall +mount +tv +stand,BROAD,
bid_changed,207409026395713,47325474688101,3587617743918,bid,6.17,6.48,+tv +stand +wall,BROAD,
bid_changed,239792922362388,191999418599378,43106025655238,bid,14.63,15.36,gas spring monitor arm desk mount,PHRASE,
bid_changed,85176669771909,237348386026222,73867873787641,bid,14.63,15.36,monitor arm with laptop stand,EXACT,
bid_changed,20874700074574,221189649874281,195666695000506,bid,13.42,14.09,vesa mount monitor arm,PHRASE,
bid_changed,57613778106474,194651596126094,98137371059586,bid,20.71,21.75,single monitor arm,PHRASE,
bid_changed,139067388530592,231133481035684,194357433413777,bid,14.64,16.1,gas monitor arm,PHRASE,
bid_changed,35210196863822,63184301712321,94936041535604,bid,12.59,13.09,+monitor +arm,BROAD,
bid_changed,210869022255127,191999418599378,43106025655238,bid,14.63,15.36,monitor arms,PHRASE,
bid_changed,32449583790648,237348386026222,73867873787641,bid,14.63,15.36,single monitor arm,EXACT,
bid_changed,38405928521202,63184301712321,94936041535604,bid,12.59,13.09,+vesa +mount,BROAD,
bid_changed,183605383999448,231133481035684,194357433413777,bid,14.64,16.1,monitor arm dual,PHRASE,
bid_changed,61167071257162,171709307848830,33874329147174,bid,20.31,21.33,monitor table mount,PHRASE,
bid_changed,171086890392667,13742219474607,116492896493500,bid,6.17,6.6,+tv +wall +mount,BROAD,
bid_changed,108794285951849,13742219474607,116492896493500,bid,6.17,6.6,+tv +wall +mount +stand,BROAD,
bid_changed,39788045795401,265356432727683,208497627183808,bid,14.92,17.92,+monitor +arm +desk +mount,BROAD,
bid_changed,134270029007878,24724487483170,113791918180185,bid,6.17,6.48,monitor wall mount stand adjustable,EXACT,
bid_changed,56397951574158,24724487483170,14917014236149,bid,6.17,6.42,monitor stand for wall,PHRASE,
bid_changed,209761602566986,194651596126094,98137371059586,bid,20.71,21.75,monitor arm stand,PHRASE,
bid_changed,251804167468867,24724487483170,113791918180185,bid,6.17,6.48,universal tv wall mount,EXACT,
bid_changed,65714040537671,13742219474607,116492896493500,bid,6.17,6.6,+movable +tv +wall +mount,BROAD,
bid_changed,281242334880574,237348386026222,73867873787641,bid,14.63,15.36,monitor and laptop arm desk mount,EXACT,
bid_changed,44873645904022,191999418599378,43106025655238,bid,14.63,15.36,vesa monitor mount arm,PHRASE,
bid_changed,153487103578687,24724487483170,113791918180185,bid,6.17,6.48,vesa wall mount,EXACT,
bid_changed,124325632836293,194651596126094,98137371059586,bid,20.71,21.75,gas spring monitor arm,PHRASE,
bid_changed,246464369585969,13742219474607,116492896493500,bid,6.17,6.6,+wall +mount +tv s+tand,BROAD,
bid_changed,150793022637545,221189649874281,195666695000506,bid,13.42,14.09,portronics monitor arm,PHRASE,
bid_changed,203322285824448,171709307848830,33874329147174,bid,20.31,21.33,vesa monitor mount arm,PHRASE,
bid_changed,233395634421529,171709307848830,33874329147174,bid,20.31,21.33,monitor mount arm,PHRASE,
bid_changed,247248280844303,231133481035684,194357433413777,bid,14.64,16.1,monitor arm gas spring,PHRASE,
bid_changed,253955253359047,265356432727683,208497627183808,bid,14.92,17.92,+monitor +arm,BROAD,
bid_changed,117173098449614,9991223211445,111467223524897,bid,17.26,18.12,+portronics +monitor +arm,BROAD,
bid_changed,258328213024171,237348386026222,73867873787641,bid,14.63,15.36,monitor arm stand,EXACT,
bid_changed,277181687130951,191999418599378,43106025655238,bid,14.63,15.36,gas monitor arm,PHRASE,
bid_changed,164552892711460,125947512887543,434858289427151,bid,6.17,6.48,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,68821647311957,125947512887543,434858289427151,bid,6.17,6.48,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,194103594177536,208905994952100,23745737738756,bid,17.26,18.12,,,ASIN_SAME_AS=B07YX4S86H
bid_changed,11540280717906,190429897289437,244017322707134,bid,6.17,6.48,,,ASIN_SAME_AS=B0758FJZTY
bid_changed,117153102524213,190429897289437,244017322707134,bid,6.17,6.48,,,ASIN_SAME_AS=B07ZYR8F2W
bid_changed,221221058809923,190429897289437,244017322707134,bid,6.17,6.48,,,ASIN_SAME_AS=B0CX5CK21R
bid_changed,172134447090220,184690810616023,62936844721562,bid,6.17,6.48,,,ASIN_SAME_AS=B09WKKBK35
bid_changed,247017018549052,190429897289437,244017322707134,bid,6.17,6.48,,,ASIN_SAME_AS=B0DX78L8FW
bid_changed,79553039941767,184690810616023,62936844721562,bid,6.17,6.48,,,ASIN_SAME_AS=B0875MC8Y9
bid_changed,7567748632679,208905994952100,23745737738756,bid,17.26,18.12,,,ASIN_SAME_AS=B0GZKL78C3
bid_changed,162967507542766,184690810616023,62936844721562,bid,6.17,6.48,,,ASIN_SAME_AS=B0DCVSDVR1
bid_changed,76296817457754,125947512887543,434858289427151,bid,6.17,6.48,,,ASIN_ACCESSORY_RELATED=None
bid_changed,267794348942015,125947512887543,434858289427151,bid,6.17,6.48,,,ASIN_SUBSTITUTE_RELATED=None
bid_changed,24337339850683,190429897289437,244017322707134,bid,6.17,6.48,,,ASIN_SAME_AS=B0DGDC31JW
bid_changed,113513649773656,220281227947729,103618961667764,bid,6.17,6.48,,,ASIN_CATEGORY_SAME_AS=1388960031
bid_changed,134573877001678,138158005775132,92576416929625,bid,6.17,6.48,,,ASIN_CATEGORY_SAME_AS=1388960031
