profile_id,profile_label,prev_snapshot,curr_snapshot,total,bid_changed,state_changed,budget_changed,added,removed
1122755254933937,Nexlev (vendor),2026-07-05T04:30:30Z,2026-07-05T07:57:26Z,1,0,0,1,0,0
3563790765020958,White Mulberry (vendor),2026-07-05T04:22:19Z,2026-07-05T07:50:20Z,6,0,0,6,0,0
3633693611482083,AudioArray (vendor),2026-07-05T04:28:10Z,2026-07-05T07:55:48Z,21485,21,15,12,21437,0
866679611348308,Cambium Retail Private Limited (seller),2026-07-05T04:22:01Z,2026-07-05T07:50:08Z,3,0,0,3,0,0
