kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,84335100495107,84335100495107,,state,ENABLED,PAUSED,,,
state_changed,122486618578318,122486618578318,,state,ENABLED,PAUSED,,,
state_changed,11761325934113,11761325934113,,state,ENABLED,PAUSED,,,
state_changed,537241969626380,537241969626380,,state,ENABLED,PAUSED,,,
state_changed,122200237335741,122200237335741,,state,ENABLED,PAUSED,,,
budget_changed,165926011483591,165926011483591,,budget.amount,400.0,500.0,,,
budget_changed,41018142655949,41018142655949,,budget.amount,450.0,550.0,,,
budget_changed,412742150516518,412742150516518,,budget.amount,400.0,550.0,,,
state_changed,177840199502604,524663751193808,337201421286163,state,ENABLED,PAUSED,ergonomic desk,BROAD,
state_changed,185040764574347,524663751193808,337201421286163,state,ENABLED,PAUSED,engineered wood desk,BROAD,
bid_changed,239380911865496,240620452622853,198187959581345,bid,27.13,27.94,l shape gaming table,PHRASE,
bid_changed,218543650225343,275080209531414,222164671888696,bid,38.8,39.96,l shaped gaming table,PHRASE,
state_changed,262998260529274,524663751193808,337201421286163,state,ENABLED,PAUSED,monitor raising shelf,BROAD,
bid_changed,268207964424391,275080209531414,222164671888696,bid,40.74,41.96,l shaped gaming desk,PHRASE,
state_changed,235302579771219,524663751193808,337201421286163,state,ENABLED,PAUSED,gaming desk,BROAD,
bid_changed,107450453113485,524663751193808,337201421286163,bid,1.93,1.99,computer desks,BROAD,
bid_changed,91033860414885,524663751193808,337201421286163,bid,3.54,3.65,computer table,BROAD,
bid_changed,120067433852487,264075379186899,280028453561394,bid,17.52,18.05,electric table,EXACT,
bid_changed,216756837691500,524663751193808,337201421286163,bid,1.55,1.6,office work from home desk,BROAD,
bid_changed,78053264353982,107389291114184,19776824829539,bid,21.6,22.25,l shaped work desk,PHRASE,
bid_changed,189237838981731,107389291114184,19776824829539,bid,19.89,20.49,l shaped computer table,PHRASE,
bid_changed,214479579817482,240620452622853,198187959581345,bid,27.18,28.0,gaming table l shape,PHRASE,
state_changed,243133901723961,524663751193808,337201421286163,state,ENABLED,PAUSED,diy assembly desk,BROAD,
bid_changed,33472189824886,240620452622853,198187959581345,bid,27.13,27.94,l shaped gaming table,PHRASE,
bid_changed,1512994387339,524663751193808,337201421286163,bid,1.52,1.57,home desk,BROAD,
bid_changed,88547921344598,165926011483591,39650872491346,bid,14.63,14.19,+l +shape +table,BROAD,
state_changed,239156515599285,524663751193808,337201421286163,state,ENABLED,PAUSED,l shape corner desk,BROAD,
bid_changed,16716339009903,524663751193808,337201421286163,bid,2.48,2.55,study desk,BROAD,
bid_changed,267003204689449,275080209531414,222164671888696,bid,44.06,45.38,gaming desk l shaped,PHRASE,
bid_changed,214784444497031,107389291114184,19776824829539,bid,21.6,22.25,l shaped office table,PHRASE,
state_changed,259318221395447,524663751193808,337201421286163,state,ENABLED,PAUSED,home office furniture,BROAD,
state_changed,241576959619071,524663751193808,337201421286163,state,ENABLED,PAUSED,wooden desk,BROAD,
bid_changed,135829144350423,524663751193808,337201421286163,bid,2.22,2.29,office desk,BROAD,
bid_changed,221978400496520,264075379186899,280028453561394,bid,17.46,17.98,office table height adjustable electric,EXACT,
state_changed,256570591507762,240620452622853,198187959581345,state,ENABLED,PAUSED,gaming computer table,PHRASE,
state_changed,236472810165490,524663751193808,337201421286163,state,ENABLED,PAUSED,carbon fibre desk,BROAD,
bid_changed,259244245714900,165926011483591,39650872491346,bid,12.91,12.52,+l +shaped +table,BROAD,
state_changed,207879116570317,524663751193808,337201421286163,state,ENABLED,PAUSED,sturdy steel leg desk,BROAD,
bid_changed,264495420627060,165926011483591,39650872491346,bid,15.15,14.7,+l +shape +study +table +for +home,BROAD,
bid_changed,33698672975737,262398489862684,71345441658351,bid,22.75,23.43,gaming desk table,PHRASE,
bid_changed,233260284580993,524663751193808,337201421286163,bid,1.2,1.24,white mulberry desk,BROAD,
bid_changed,25036900246385,121906419773510,107933770890360,bid,13.82,14.51,,,ASIN_SAME_AS=B0FXS7J2MR
bid_changed,42530473004465,426994415684787,379878346221662,bid,22.69,23.82,,,ASIN_SAME_AS=B0FL29N9NF
bid_changed,166921519974417,121906419773510,107933770890360,bid,13.54,14.22,,,ASIN_SAME_AS=B0GZL6JF9L
bid_changed,136438666870520,426994415684787,379878346221662,bid,22.86,24.0,,,ASIN_SAME_AS=B0D94FRM2N
bid_changed,245537521433928,426994415684787,379878346221662,bid,15.49,16.26,,,ASIN_SAME_AS=B082Y16QZ2
