ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,938,0,1,61,457463.8,2026-06-20
B07Y1C6GDS,835,0,0,13,2169042.58,2026-06-20
B09JG62KDJ,548,3,22,9,1055175.75,2026-06-20
B07JJ62B1B,491,0,490,4,992926.23,2026-06-20
B07JHDKXK4,414,0,31,26,964950.78,2026-06-20
B07JHMWKBF,351,0,112,1,86532.89,2026-06-20
B09Q2ZZGH2,270,610,2,7,588088.66,2026-06-20
B08CF614NK,217,0,140,3,778161.85,2026-06-20
B09LCL456X,185,0,185,9,223145.43,2026-06-20
B0002OOMW6,174,0,0,0,70922.1,2026-06-20
B08FW1Q676,162,0,161,9,510407.66,2026-06-20
B09XKD3H6C,153,11,0,0,346663.68,2026-06-20
B084P1CXFD,126,60,84,3,1124523.83,2026-06-20
B0002DUS8E,84,0,1,0,35058.77,2026-06-20
B09V12PT9H,78,-7,0,3,154174.5,2026-06-20
B07RM4B5LJ,77,0,0,0,591642.74,2026-06-20
B000EEJBDE,69,1,0,0,24215.81,2026-06-20
B07RL6VG3H,65,0,0,0,489788.69,2026-06-20
B09GTMFRGB,58,0,58,1,203204.47,2026-06-20
B09L7ZXKKF,54,0,54,0,395842.63,2026-06-20
B088NFWLZP,43,0,43,0,62010.9,2026-06-20
B06XCKGLTP,41,834,24,9,65709.37,2026-06-20
B00BSL5Z1E,37,0,0,0,649623.32,2026-06-20
B000EEL9G6,34,21,1,0,11803.58,2026-06-20
B00MMKQOEM,32,1,0,2,507464.09,2026-06-20
B00T8L17N6,31,16,0,0,11166.33,2026-06-20
B00KQEXK2A,29,0,13,3,182316.4,2026-06-20
B00HVUSRY8,29,20,0,0,25277.5,2026-06-20
B07G4CCMYL,27,2,0,1,147109.62,2026-06-20
B00JDJ89DE,26,4,0,0,32378.56,2026-06-20
B00JDJNZ6K,24,12,0,0,8016.63,2026-06-20
B09V14JDTF,22,18,1,2,43353.66,2026-06-20
B001EM180O,20,0,18,0,378873.93,2026-06-20
B07FYQP9ML,19,0,2,0,341802.0,2026-06-20
B000XXO7B2,17,0,1,0,262160.71,2026-06-20
B01N6448Q4,16,0,0,1,62669.87,2026-06-20
B000EENF4U,16,24,0,0,5805.48,2026-06-20
B003AYM8BW,16,0,4,0,11024.87,2026-06-20
B0BF9MN8R2,16,1,6,0,70514.05,2026-06-20
B003B0CEVY,15,0,3,0,6195.49,2026-06-20
B06XF43R53,15,1,0,0,5658.45,2026-06-20
