campaignId,campaignName,brand,asin,sku,model,category_l0,category_l1,category_l2,spend,impressions,clicks,attributed_sales,units_sold,ams_orders,method
34904507653695,Audio Array_B0B4DPX2J2_Condenser AMC1_SBV_PT,(unmapped),,,,,,,1161.04,20643,187,0.0,0,0,unmapped
37826701862520,Nexlev_B0F43P6D23_Steam Cleaner_SBV_KT_BM,(unmapped),,,,,,,8319.41,24197,783,55001.67,20,20,unmapped
39850713866669,Nexlex - Steam Cleaner - SB - Phrase,(unmapped),,,,,,,628.13,3322,46,0.0,0,0,unmapped
54319636929214,AudioArray_UHF Wireless Microphone_SB_Collection,(unmapped),,,,,,,1479.1599999999999,13089,70,1609.32,1,1,unmapped
55271127552358,AudioArray - Conference Mic - SB - AD,(unmapped),,,,,,,6695.31,154141,668,135127.87,36,36,unmapped
74919874519423,AudioArray_B0GN97RFPR_Studio Monitor_SB_KT,(unmapped),,,,,,,6331.12,139772,1308,11862.72,2,2,unmapped
75755308898998,Nexlex - Steam Cleaner - Phrase,(unmapped),,,,,,,1022.27,6573,73,0.0,0,0,unmapped
77842206507775,Nexlex - Steam Cleaner - SB - PT,(unmapped),,,,,,,1516.3,5581,140,26776.27,5,5,unmapped
83417228174085,AudioArray_B0BPLZ5CGV_Audio Interface AI04_SB_ KT,(unmapped),,,,,,,10927.33,171183,1405,43057.61,12,12,unmapped
83619105537722,Nexlev_B0CDPP45BM_Steam Cleaner_SBV_KT_BM,(unmapped),,,,,,,13980.91,61070,1764,118294.95,35,35,unmapped
87899746485078,Audio Array_SB_Branded_KT,(unmapped),,,,,,,4732.59,23489,812,143603.38,49,47,unmapped
103779623174154,AudioArray - Podcast Mic  SB - KT,(unmapped),,,,,,,9084.31,71113,906,71578.0,33,33,unmapped
111987975801631,Nexlev_B0DCK7ZH5P_Sofa Cleaning Machine_SBV_PT,(unmapped),,,,,,,10020.39,37028,930,20227.97,8,8,unmapped
112991218993601,AudioArray_B0G3Q59X8C_Wireless Mic_SB_KT,(unmapped),,,,,,,2166.0,36397,304,3472.04,3,3,unmapped
118108652185156,Nexlev_B0CYSLCRQS_Sofa Cleaning Machine_SBV_PT,(unmapped),,,,,,,13376.119999999999,84136,1332,33938.15,14,14,unmapped
118647730761660,AudioArray_B0G53H49BS_Audio Mixer_SB_KT,(unmapped),,,,,,,1910.04,37572,352,2234.75,1,1,unmapped
134834195795975,Nexlev_B0CYSLCRQS_Sofa Cleaning Machine_SBV_KT_BM,(unmapped),,,,,,,4334.07,13871,414,32714.41,12,12,unmapped
148064440151465,Nexlex - Steam Cleaner - SB - BM(3),(unmapped),,,,,,,542.56,1281,56,6100.0,2,2,unmapped
161720467489899,AudioArray_Audio Mixers_SB_Collection,(unmapped),,,,,,,12174.87,100286,2534,126015.27,29,29,unmapped
163877499751390,SB-L shape-Multi Asin- KT- phrase,(unmapped),,,,,,,7601.46,168813,813,55794.11,8,8,unmapped
166648223700785,AudioArray_B0GKPXQ8G3_Wireless Mic_SB_KT,(unmapped),,,,,,,4453.99,83204,619,5422.040000000001,2,2,unmapped
174192976117633,AudioArray - Condenser Mic - SB - KT,(unmapped),,,,,,,1748.77,33778,209,0.0,0,0,unmapped
188344053787933,Nexlex - Steam Cleaner - PT,(unmapped),,,,,,,2385.68,8170,250,33459.25,7,7,unmapped
200277470908661,Audio Array_B0DXFPM4N2_Studio Monitor_SB Video,(unmapped),,,,,,,1593.02,35266,266,0.0,0,0,unmapped
203726823054391,AudioArray - Sound Bar - SB - KT,(unmapped),,,,,,,613.9,9067,93,0.0,0,0,unmapped
204133330911082,WM- SBV- Monitor Arm- Product Collection- Phrase,(unmapped),,,,,,,13618.1,164195,695,52765.18,22,21,unmapped
206300350598367,Nexlex - Steam Cleaner - SB - BM(2),(unmapped),,,,,,,317.26,1473,24,2964.4,1,1,unmapped
214655227039866,Nexlex - Steam Cleaner - SB - BM,(unmapped),,,,,,,148.32,611,12,0.0,0,0,unmapped
220379715612749,Nexlev_B0CDPP45BM_Steam Cleaner_SBV_PT,(unmapped),,,,,,,24741.52,121902,3018,111955.09,33,33,unmapped
221251722736064,Nexlex - Steam Cleaning - SB - Phrase,(unmapped),,,,,,,1304.71,7540,96,3050.0,1,1,unmapped
224970194429367,Nexlex - Steam Cleaner - Phrase - SB,(unmapped),,,,,,,1002.51,6538,71,0.0,0,0,unmapped
225136459321108,AudioArray - Voice Amplifier - SB - KT,(unmapped),,,,,,,2841.29,76650,472,7453.379999999999,5,5,unmapped
229451791993081,Nexlex - Steame Cleaner - SB - Phrase,(unmapped),,,,,,,710.77,3167,55,0.0,0,0,unmapped
240754348779348,Nexlex - Steam Cleaner - SB - Exact,(unmapped),,,,,,,697.28,1875,50,2964.4,1,1,unmapped
244156806222903,Nexlev_B0F43P6D23_Steam Cleaner_SBV_PT,(unmapped),,,,,,,8303.35,44495,839,64304.22,20,20,unmapped
249495464307969,Nexlex - Steam Cleaner - SB - KT,(unmapped),,,,,,,1139.79,3787,77,2964.41,1,1,unmapped
264010731598716,Nexlex - Steam Cleaner - BM,(unmapped),,,,,,,148.09,551,13,0.0,0,0,unmapped
266432955663886,Audio Array_Studio Headphones_SB_KT_Phrase,(unmapped),,,,,,,5524.26,239674,528,18466.96,12,12,unmapped
266529834752329,AudioArray_B0DXFPM4N2_Studio Monitor AM-S1_SB_KT,(unmapped),,,,,,,2015.26,32218,383,0.0,0,0,unmapped
274936509860927,AudioArray_B0FFB6YJM1_Soundbar_SBV_KT,(unmapped),,,,,,,1503.24,15946,211,986.44,2,2,unmapped
279486777492591,Nexlev_B0DCK7ZH5P_Sofa Cleaning Machine_SBV_KT_Phrase,(unmapped),,,,,,,618.74,3673,86,8304.82,4,4,unmapped
