(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CR5PZRNY,B0CR5PZRNY,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11582, Band Color:Silver",118,2,0.06%,0.05%,140,2,0.05%,0.04%,96.15%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5QRNQN,B0CR5QRNQN,Emporio Armani Analog White Dial Men's Watch-AR60076,85,0,0.04%,0.00%,138,0,0.05%,0.00%,80.49%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5RR8Z6,B0CR5RR8Z6,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11596, Dial-Color:Silver, Band Color:Silver",23,0,0.01%,0.00%,29,0,0.01%,0.00%,96.15%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5RZRMH,B0CR5RZRMH,"Emporio Armani Stainless Steel Analog Black Dial Men's Watch-Ar11589, Band Color:Black",245,7,0.11%,0.18%,338,11,0.12%,0.21%,98.98%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5S175Y,B0CR5S175Y,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2454, Band Color:Grey",81,0,0.04%,0.00%,101,0,0.04%,0.00%,90.53%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRCTQH2C,B0CRCTQH2C,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4805, Band Color:Gold",37,0,0.02%,0.00%,40,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRCZYDY6,B0CRCZYDY6,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4817Set, Band Color:Two-Tone",76,0,0.04%,0.00%,94,0,0.03%,0.00%,97.73%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD29D6X,B0CRD29D6X,Michael Kors Runway Rose Gold Watch MK7458,37,1,0.02%,0.03%,62,1,0.02%,0.02%,98.25%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,270,4,0.13%,0.10%,344,5,0.12%,0.09%,35.48%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD3QWVJ,B0CRD3QWVJ,Fossil Carlie Analog Women Silver Quartz Stainless Steel Watch ES5331,107,2,0.05%,0.05%,125,2,0.04%,0.04%,84.43%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD7DH79,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",85,1,0.04%,0.03%,113,3,0.04%,0.06%,42.11%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRSQDJJ5,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",142,1,0.07%,0.03%,185,1,0.07%,0.02%,94.55%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRT23BD5,B0CRT23BD5,"Michael Kors Stainless Steel Analog Blue Dial Men's Watch-Mk9153, Band Color:Gold",28,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CSK4ZCQH,B0CSK4ZCQH,Michael Kors Analog White Dial Men's Metal Band Watch-MK9163,71,1,0.03%,0.03%,80,1,0.03%,0.02%,93.51%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CSK63BKG,B0CSK63BKG,Michael Kors Analog Blue Dial Men's Metal Band Watch-MK9156,37,0,0.02%,0.00%,50,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CWRLQ99S,B0CWRLQ99S,"Armani Exchange Stainless Steel Analog Gray Dial Men's Watch-Ax1764, Band Color-Silver",32,0,0.01%,0.00%,48,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CYN8F826,B0CYN8F826,"Armani Exchange Stainless Steel Analog Gray Dial Women's Watch-Ax5616, Band Color-Pink",26,0,0.01%,0.00%,31,0,0.01%,0.00%,96.43%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CYNMJNWY,B0CYNMJNWY,"Armani Exchange Silicone Analog Black Dial Men's Watch-Ax7159Set, Band Color-Black",462,9,0.22%,0.23%,576,13,0.21%,0.24%,69.53%,77.78%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ8X8CBD,B0CZ8X8CBD,"Fossil Stainless Steel Analog Green Dial Men's Watch-Fs6056, Band Color-Silver",306,6,0.14%,0.15%,357,8,0.13%,0.15%,99.41%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,355,1,0.17%,0.03%,471,1,0.17%,0.02%,59.18%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ91YKMP,B0CZ91YKMP,Fossil Blue Dive Gold Quartz Stainless Steel Watch ES5350,51,0,0.02%,0.00%,82,0,0.03%,0.00%,36.51%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ93JG5X,B0CZ93JG5X,Michael Kors Emery Silver Watch MK4829,137,1,0.06%,0.03%,161,1,0.06%,0.02%,93.46%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ94B6QL,B0CZ94B6QL,"Michael Kors Stainless Steel Analog Multicolor Dial Women's Watch-Mk4822, Band Color-Gold",33,0,0.02%,0.00%,38,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ9HTWNC,B0CZ9HTWNC,Michael Kors Sage Silver Watch MK4824,40,1,0.02%,0.03%,59,1,0.02%,0.02%,63.46%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D2G1VDXS,B0D2G1VDXS,Fossil Nate Men's Watch with Oversized Chronograph Watch Dial and Stainless Steel or Leather Band,2,0,0.00%,0.00%,6,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D2LD6BYJ,B0D2LD6BYJ,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Foil Shaver| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime |2H Quick Charge |T-02",116,1,0.05%,0.03%,151,1,0.05%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D2LFMY48,B0D2LFMY48,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate Lock| Portable HS-01, Hair Straightener Tong - Black",153,0,0.07%,0.00%,164,0,0.06%,0.00%,3.27%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"2,386",61,1.11%,1.56%,"3,045",82,1.08%,1.53%,1.17%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D637B562,B0D637B562,Nexlev Splash Pet Water Fountain with LED Light | 2.0L Capacity | Ultra Quiet Cat Drinking Fountain with Filter | Automatic Pet Water Fountain for Cats and Small Dogs | Blue (WF-02-BL),165,6,0.08%,0.15%,234,8,0.08%,0.15%,2.03%,80.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D63FKYZ5,B0D63FKYZ5,NexLev Scalp Massager for Stress Relief | Head Massager for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Massage | 120 Min Runtime | Type C | Washable Heads | 3 Modes | HM-01,58,0,0.03%,0.00%,69,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessories Kit|Safety Lock| Large 700ML Water Tank | SC-03",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D83Q7L8W,B0D83Q7L8W,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D842173P,B0D842173P,Nexlev Electric Toothbrush| 40000 vibrations/min|USB Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brushheads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-05 Sunset Pink,12,0,0.01%,0.00%,16,0,0.01%,0.00%,28.57%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D8445KJN,B0D8445KJN,"NexLev Lint Remover | For Woolen Sweaters Shirts Socks Jackets Suede Leggings | Pill, Rue & Burr Remover | 30 Min Use |Type C |Defuzzer | Lint Brush for Coat | 2 Modes | SS Blade | Safety Lock | LR-01",196,1,0.09%,0.03%,246,1,0.09%,0.02%,34.38%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D845B2DG,B0D845B2DG,"NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets | Pill, Rue & Burr Remover | 120 Min Use |TypeC | Lint Brush for Coat| SS Blade | Safety Lock | LR-02",453,15,0.21%,0.38%,658,22,0.23%,0.41%,0.53%,30.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D84YD59Y,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",104,3,0.05%,0.08%,125,4,0.04%,0.07%,92.31%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D85171BL,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",106,4,0.05%,0.10%,126,4,0.04%,0.07%,82.05%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",602,15,0.28%,0.38%,745,16,0.27%,0.30%,91.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",188,2,0.09%,0.05%,244,2,0.09%,0.04%,99.56%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D858SPK4,B0D858SPK4,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax7161Set, Band Color:Multicolor",42,0,0.02%,0.00%,47,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D86ZC9YT,B0D86ZC9YT,Nexlev Just Style Pro Hair Dryer |2100 W for Quick & Easy Blowdry | Double Heat Protection Technology | 3 Heat Settings & Cool Shot Function For Salon-Like Styling at Home (HD-01),127,2,0.06%,0.05%,145,4,0.05%,0.07%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D933B79H,B0D933B79H,"Fossil Leather Analog Beige Dial Men's Watch-Fs6071, Band Color:Brown",146,2,0.07%,0.05%,189,3,0.07%,0.06%,80.23%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9345QY7,B0D9345QY7,"Emporio Armani Stainless Steel Analog Green Dial Men's Watch-Ar60080, Band Color:Silver",321,7,0.15%,0.18%,412,11,0.15%,0.21%,99.73%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D935TKFD,B0D935TKFD,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11625, Band Color:Silver",42,1,0.02%,0.03%,57,1,0.02%,0.02%,93.75%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D935TWSR,B0D935TWSR,"Emporio Armani Stainless Steel Analog Multicolor Dial Men's Watch-Ar11637, Band Color:Silver",95,2,0.04%,0.05%,133,2,0.05%,0.04%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D935VW9J,B0D935VW9J,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11626, Band Color:Multicolor",73,1,0.03%,0.03%,87,1,0.03%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9363BB2,B0D9363BB2,Emporio Armani Analog Silver Dial Women's Watch-AR11623,128,5,0.06%,0.13%,156,5,0.06%,0.09%,97.04%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D936CMG1,B0D936CMG1,"Emporio Armani Stainless Steel Analog Green Dial Men's Watch-Ar11621, Band Color:Silver",146,2,0.07%,0.05%,177,4,0.06%,0.07%,93.59%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D936FLK4,B0D936FLK4,"Emporio Armani Stainless Steel Analog Black Dial Men's Watch-Ar11622, Band Color:Silver",54,0,0.03%,0.00%,65,0,0.02%,0.00%,98.33%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D936P9C1,B0D936P9C1,"Fossil Leather Analog Green Dial Men's Watch-Me3261, Band Color:Brown",348,7,0.16%,0.18%,442,14,0.16%,0.26%,76.44%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D936RRVB,B0D936RRVB,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar60079, Band Color:Silver",451,11,0.21%,0.28%,591,16,0.21%,0.30%,99.25%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D936YHDH,B0D936YHDH,"Emporio Armani Leather Analog Silver Dial Women's Watch-Ar11624, Band Color:Black",95,4,0.04%,0.10%,124,4,0.04%,0.07%,72.90%,66.67%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D954M6YQ,B0D954M6YQ,"Fossil Stainless Steel Analog White Dial Women's Watch-Es5357, Band Color:Silver",41,1,0.02%,0.03%,51,1,0.02%,0.02%,32.61%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955B6SX,B0D955B6SX,Michael Kors Lexington Silver Watch MK4843,21,1,0.01%,0.03%,24,2,0.01%,0.04%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955BY7N,B0D955BY7N,Michael Kors Harlowe Rose Gold Watch MK4845,32,0,0.01%,0.00%,34,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955GP1C,B0D955GP1C,Michael Kors Analog Women Rylee Gold Watch MK4847,109,2,0.05%,0.05%,121,2,0.04%,0.04%,98.25%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,168,3,0.08%,0.08%,242,4,0.09%,0.07%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955NZTN,B0D955NZTN,Michael Kors Accelerator 2.0 Gun-Metal Watch MK9178,15,0,0.01%,0.00%,16,0,0.01%,0.00%,93.33%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955VQ4S,B0D955VQ4S,Michael Kors Lennox Silver Watch MK7488,16,0,0.01%,0.00%,19,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D955YGX7,B0D955YGX7,Michael Kors Analog Men Accelerator 2.0 Black Dial Gold Watch MK9177,109,1,0.05%,0.03%,144,2,0.05%,0.04%,99.26%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9564Z9T,B0D9564Z9T,Michael Kors Accelerator 2.0 Silver Watch MK9176,69,0,0.03%,0.00%,86,0,0.03%,0.00%,96.05%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9568SN6,B0D9568SN6,Michael Kors Brynn Gold Watch MK7504,88,0,0.04%,0.00%,111,0,0.04%,0.00%,76.42%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9568SNM,B0D9568SNM,Michael Kors Alek Gold Watch MK9184,151,3,0.07%,0.08%,223,3,0.08%,0.06%,99.04%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9573TBX,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,58,1,0.03%,0.03%,87,1,0.03%,0.02%,94.67%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9574DPS,B0D9574DPS,"Fossil Stainless Steel Womens Analog White Dial Women's Watch-Es5358, Band Color Gold",239,2,0.11%,0.05%,329,5,0.12%,0.09%,38.59%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9KCNVNM,B0D9KCNVNM,Nexlev Oscillating Electric Toothbrush | 8000 vibrations/min | USB Type C Charging|3 modes| 2 Minute Timer |Quad Change Reminder| IPX7 Waterproof | For adults| 1 year warranty| |Sparkle Pro (ETR-06),76,2,0.04%,0.05%,100,2,0.04%,0.04%,2.33%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush |Frizz-Free Straightening upto 12 H |Ceramic Tourmaline Coated| 60mm Wide Brush | 130-210° |Keratin Bristles| Thermo Protect Technology |No Scalp Burn|1500W|HSB-03,697,7,0.33%,0.18%,927,9,0.33%,0.17%,0.37%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9ZN5NBD,B0D9ZN5NBD,Fossil Men's Machine Brown Quartz Analog Leather Watch FS6085,33,0,0.02%,0.00%,50,0,0.02%,0.00%,69.05%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DB1J1HST,B0DB1J1HST,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11620, Band Color:Silver",100,3,0.05%,0.08%,145,5,0.05%,0.09%,98.28%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DB5VG39T,B0DB5VG39T,White Mulberry |DIY| Economical Gas Spring Monitor Arm | Desk Mounted Monitor Stand for 15-32 Inch Monitors |9Kg Screen Capacity|VESA 75X75&100X100| Adjustable Metal Desk Monitor Mount-(Single Screen),454,26,0.21%,0.67%,671,30,0.24%,0.56%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DC64BD5R,B0DC64BD5R,Fossil Leather Analog Red Dial Men's Watch-FS6086,766,17,0.36%,0.44%,954,25,0.34%,0.47%,59.59%,20.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DC674ZNR,B0DC674ZNR,Fossil Silicone Analog White Dial Men's Watch-FS6087,437,10,0.20%,0.26%,557,13,0.20%,0.24%,53.86%,25.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DCGHKRXX,B0DCGHKRXX,NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC | Targeted Laser Treatment Machine |3 Modes |LE-02,"4,518",10,2.11%,0.26%,"5,669",12,2.02%,0.22%,0.15%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,115,2,0.05%,0.05%,150,2,0.05%,0.04%,3.05%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DDC3GVZW,B0DDC3GVZW,nexlev Cordless Electric Car Vacuum Cleaner VacuSafe| Seat-Belt Cutter| Window Breaker Hammer| LED Torch|4000 mAh| High Power Suction | Copper Motor| Type-C Emergency Car Escape Tool| Portable| VC-03,85,3,0.04%,0.08%,101,3,0.04%,0.06%,0.99%,50.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DFCDKMWR,B0DFCDKMWR,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Blue CM-01,"1,113",29,0.52%,0.74%,"1,500",50,0.53%,0.93%,0.15%,10.53%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DFMRG2K4,B0DFMRG2K4,"NexLev All in One Body Trimmer for Men | Suitable for Beard, Body, Balls, Pubic Hair, Private Parts | 90 Min Runtime |Type C | IPX 7 Waterproof | No Nicks No Cuts | 2 Safety Combs| Extra Blade | TM-02",79,0,0.04%,0.00%,94,0,0.03%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,370,4,0.17%,0.10%,463,6,0.16%,0.11%,89.98%,80.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2VY8GL,B0DJ2VY8GL,Michael Kors Accelerator 2.0 Silver Watch MK9188,396,8,0.18%,0.20%,489,8,0.17%,0.15%,87.31%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2WJ9R7,B0DJ2WJ9R7,Michael Kors Lexington Rose Gold Watch MK4863,91,1,0.04%,0.03%,114,1,0.04%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2WNH1Y,B0DJ2WNH1Y,Michael Kors Lexington Silver Watch MK4864,51,2,0.02%,0.05%,69,2,0.02%,0.04%,88.33%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2WP1M5,B0DJ2WP1M5,Michael Kors Sage Black Watch MK9193,70,0,0.03%,0.00%,84,0,0.03%,0.00%,89.19%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,111,2,0.05%,0.05%,136,2,0.05%,0.04%,88.24%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2XWYX7,B0DJ2XWYX7,Michael Kors Sage Gold Watch MK9192,74,0,0.03%,0.00%,92,0,0.03%,0.00%,82.50%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2Y1BG6,B0DJ2Y1BG6,Fossil Women's Carlie Gold Analog Quartz Stainless Steel Watch ES5387Set,304,2,0.14%,0.05%,414,2,0.15%,0.04%,41.58%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2Y4J4Q,B0DJ2Y4J4Q,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3265,144,5,0.07%,0.13%,201,7,0.07%,0.13%,84.62%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2Z41C1,B0DJ2Z41C1,Emporio Armani Analog Green Dial Men's Watch-AR11640,61,2,0.03%,0.05%,80,3,0.03%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJ2Z6JSW,B0DJ2Z6JSW,Fossil Men's Machine Brown Analog Quartz Leather Watch FS6081Set,26,1,0.01%,0.03%,28,1,0.01%,0.02%,96.30%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJFH4K8B,B0DJFH4K8B,NexLev Cordless Tyre Inflator for Cars & Bikes|150 PSI| 2x2000 mAh Powerbank| Type-C Port| 5 Pre Set Mode|Auto Shut-Off |Digital Display| LED Light | Multiple Nozzles| AER Pro TIC-03,118,2,0.06%,0.05%,145,2,0.05%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DJFH6RTL,B0DJFH6RTL,"NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Light| 3m Cord| 3 Air Nozzles| Compact| AER TI-02",45,1,0.02%,0.03%,53,1,0.02%,0.02%,4.08%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DK9NRBWJ,B0DK9NRBWJ,NexLev Intimate Trimmer for Men|Ceramic Blade|120 Min Runtime|Type C Charge | IPX7 Waterproof | 7000RPM Copper Motor| Cordless|LED Light| Travel Lock| Wet/Dry Groin & Body Shaver | Intimate Pro TM-03,22,0,0.01%,0.00%,32,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,78,4,0.04%,0.10%,116,5,0.04%,0.09%,94.90%,50.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,164,3,0.08%,0.08%,249,3,0.09%,0.06%,76.15%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DKJQDKPD,B0DKJQDKPD,Armani Exchange Analog Black Dial Men's Watch-AX1964,41,2,0.02%,0.05%,64,2,0.02%,0.04%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DNJP9T35,B0DNJP9T35,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",309,7,0.14%,0.18%,413,9,0.15%,0.17%,1.90%,75.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0DP2WC5VW,B0DP2WC5VW,White Mulberry |DIY| Wall Mounted Monitor Stand Mount | Supports 15-32 Inch Screens| 9 Kg Screen Load | VESA 75X75 & 100X100 | Spring Assisted Wall Mounted Monitor Mount | Black - (Single Screen),"1,130",79,0.53%,2.02%,"1,542",121,0.55%,2.26%,0.57%,11.27%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
